author,comment,publishedAt,likeCount
@SusuZee,"Terima kasih sudah merayakan Hari Ayah bareng Zee. Teruslah menginspiraZEE, Pak Damkar ❤️

Inget kata Pak Damkar, jangan sampai tinggi badan jadi penghalang buat gapai cita-cita 🤗",2025-11-13T06:56:57Z,2515
@NicholasYates-o5m,MANTABBBB,2025-12-11T06:53:35Z,0
@aleksasyaa,"BERI KEADILAN BAGI YANG LEBIH PANTAS ‼️‼️‼️
Naikin gaji para DAMKAR🔥🔥🔥",2025-12-10T14:49:00Z,0
@bungadewi7288,jd pengen nongkrong di markas damkar aja biar ketawa terus gue😂,2025-12-10T02:47:46Z,0
@alixadiane7720,Terimakasih damkar atas kerja kerasnya yang ikhlas dalam menolong kami,2025-12-08T19:43:51Z,0
@beld6214,🙏,2025-12-07T18:38:43Z,0
@NurAeni-k6n,"Ke sini gara"" Diera Nathania😁",2025-12-07T15:29:37Z,0
@luffyyoplov,Kerennn bgtt damkarnyaaa👏🏻,2025-12-07T04:41:27Z,0
@trijeni4722,SUPARRR DUPARRRR BIGGGG RESPECT FOR KALIANN KAKAK KAKAK DAMKAR🤩🤩🤩🔥🔥,2025-12-07T02:52:49Z,0
@deesign1000,"Dan institusi satunya ga punya malu kalo jobdesknya diambil orang lain, alias makan gaji buta, ga heran pada melambung perutnya",2025-12-06T09:49:41Z,1
@angelinajessica.p597,Team damkar diperbanyak pls. Kereennn bgt,2025-12-06T04:41:03Z,2
@yupiiioooooo,How cool..,2025-12-05T22:54:00Z,0
@restinurmalasarii,Polisi malu sih kta gw mh,2025-12-05T16:52:17Z,1
@SarahRahayu-yb9nd,❤,2025-12-05T14:56:28Z,0
@EvaYulia-b2b,sehat sehat terus bapak❤,2025-12-05T14:13:17Z,0
@sucins7257,"Bravo Damkar Indonesia, barakallahu fikum!",2025-12-05T11:12:44Z,0
@MadCombiner,kalo lapor polisi harus bikin laporan dulu wkwkwkwk,2025-12-05T10:01:19Z,2
@c0baltblue,"Sejatinya damkar memang fungsinya sebagai institusi serba bisa, terutama karena mereka mempunyai sarana dan peralatan lengkap untuk rescue. Ini suatu hal yang lain tidak punya.",2025-12-05T09:35:39Z,0
@dewiapriyanidihardjo5741,Badan nya bagus bgus klo si biru ini,2025-12-05T02:42:50Z,1
@juan.felix.k.,"1:50 Harusnya pas yang itu masuk gorong-gorong, panggil damkar.",2025-12-05T02:33:25Z,0
@randikadesta1477,Karakter seperti ini bikin negara maju tapi sayang nya yg sbelah krkter nya kek binatang,2025-12-04T20:18:53Z,0
@KhotbahPasaribu,Kesini gara-gara Diera nathania😊,2025-12-04T13:53:40Z,0
@muhamadyusup1181,"Numpang lewat bang, di suruh ngomen sama yang punya tik tok",2025-12-04T12:03:32Z,0
@cintps884,NAIKKAN GAJI DAMKAR,2025-12-03T23:29:22Z,1
@JJHidayat,"""Apapun laporan masyarakat, kita gak akan menganggap remeh.""",2025-12-03T08:05:21Z,0
@alhayumantuke4596,🥺🥺💖💖💖,2025-12-03T04:54:20Z,0
@golordi,"Di Indonesia bnyk tikus berdasi bang, bs ngk ya damkar nya basmi 😄",2025-12-03T04:19:03Z,0
@Ryan_Giggs11,Super Hero di dunia nyata,2025-12-03T03:55:30Z,0
@wahyuteguhlaksono6621,"Episode yang keren, pantes kalo yang nonton lebih dari 1 jt",2025-12-03T02:34:39Z,0
@okefatmawati3734,"Orang2 seasik ini, di instansi yang kerjanya 'asik' bnget. Tapi gajinya gak asik 😢",2025-12-03T00:07:53Z,0
@mjsidik2kd,""" apapun laporan masyarakat, kita gak akan menganggap remeh"" simple tapi dalem! 
Beda ama "" Melindungi, Mengayomi dan Melayani Masyarakat"". Ambigu entah masyarakat mana,",2025-12-03T00:00:29Z,0
@annada00,"Masyarakat memilih damkar sebagai sosok pahlawan bukan karena mereka pandai melepaskan cincin yang nyangkut atau menangkap ular yang masuk ke rumah, tapi karena empati dan skill problem solving mereka.",2025-12-02T23:32:25Z,0
@ABRIYANTO_MV,"Keren,pantes aja masyarakat suka..we love damkar❤❤❤",2025-12-02T11:34:18Z,0
@isfarunainur,Semangat terus buat damkarr,2025-12-02T10:57:17Z,0
@Supyan-g6c,Damn Care 🎉,2025-12-01T22:45:39Z,0
@rahmadaf_,Keren damkar,2025-12-01T15:52:27Z,0
@nurkhofifah2634,real hero,2025-12-01T15:43:00Z,0
@TukangKayu-n8s,Bukannya pake air panas dulu yaa buat bikin susu bubuk,2025-12-01T00:13:47Z,0
@ihsancapung1720,Gak semua juga damkar membantu dengan ikhlas. Kemaren saya minta bantu nebang pohon yg berpotensi bahaya menimpa rumah kalau pohonnya tumbang eh malaah di mintain uang sama oknum petugasnya.,2025-11-30T15:48:39Z,0
@sadaams7871,Daripada bayar 04R mending gaji damkar naikin siii,2025-11-30T15:45:16Z,0
@UmiFat30,Bestttt,2025-11-30T14:29:45Z,0
@ariyoriky2024,"yg pemadam PJLP gimana nasibnya ?? sudah dari 2017 gaji tetap mengikuti UMR sampai skrg , belom ada jenjang untuk kedepannya .. sedangkan PJLP Ujung Tombak Pemadam.",2025-11-30T13:07:11Z,0
@LatifaIpa-m3v,gak pernah malu punya bapak damkar 😊,2025-11-30T05:38:48Z,0
@andwiajisaka462,Pernah ngundang damkar untuk murid2 SLB dan mereka seneng banget diajak seru2an sama damkar. Sayang nya waktu itu saya tidak bisa menemani murid2 saya karena ada tugas diluar sekolah.,2025-11-30T04:38:26Z,0
@TheTrust-sm9cm,"damkar serba bisa, bisa buat kita sedih dengan ceritanya juga bisa buat kita ketawa dengan jokes mereka...hikss",2025-11-30T03:00:06Z,0
@fajrinsaputra1278,"Pajak yang di punggut dari rakyat, dan dari gua 
Gua iklas untuk bayar gaji damkar
Pelayanan mereka sangat baik dan memuaskan

yang seperti ini gaji ny di naikin 2x lipat y iklas gua
Dan harus di perbanyak ni anggota damkar
Biar makin banyak titik response nya",2025-11-30T01:21:23Z,0
@periardiansyah1820,"Liat damkar ngerasa aman,liat baju coklat kita ketakutan😭ketar ketir takut dipalakin",2025-11-29T18:18:17Z,0
@kevingiovanniiwayantmeinarta,sehat bahagia selalu buat seluruh anggota damkar di indonesia,2025-11-29T17:26:24Z,0
@jleadsme12,Lebih baik berharap sama Damkar dripada sama institusi perut buncit,2025-11-29T14:20:22Z,0
@EgiFahru,Nah kalau bener mau mengabdi kepada negara jadi damkar saja. Bravo,2025-11-28T17:40:26Z,0
@Putrasardiman,"Biru 💯💯💯
coklat dan ijo 👎👎👎👎",2025-11-28T04:23:10Z,0
@17.m.akbarudinyusuf62,"Bang Radit coba undang petugas kepolisian, biar mereka juga bisa menjelaskan apa tugas mereka dan bagaimana proses penyelesaian dari permasalahan yang dilaporkan, biar kita juga tau apakah mereka kerja atau cuma ngeprint dokumen yang mungkin akhirnya jadi bungkus gorengan, sama cari istri lewat sosmed",2025-11-27T22:23:48Z,0
@angelinaaaa3463,Lebih percaya damkar kemana mana daripada bapak bapak gendut berseragam itu tuhhh sama orang paling sombong sejalan raya yang klo salah ngomongnya “kamu gak tau keluarga saya siapa”😌,2025-11-27T22:19:24Z,0
@nisfarahayusuherman2060,"kerennnn, pak damkar nya ngedamkar bgt😆",2025-11-27T20:25:27Z,1
@severussnape5607,Bomba terbaek,2025-11-27T14:55:45Z,0
@Nofianti05,"Keluhan semua masyarakat didengar oleh bapak bapak ini, beda bgt kalau yg satunya harus ada uang pelicin dlu baru kasus berjalan",2025-11-27T08:33:31Z,1
@SindiSindiasari,Plis tingkatkan gari damkar 😊,2025-11-27T07:31:21Z,1
@RiayuApriany,yang kayak gini gapapa dikasih tunjangan kehormatan 🥹🥹,2025-11-27T06:22:41Z,0
@pastipulang_,"kocak sih ini, secara komunikasi malah lebih proper Damkar ketimbang polisi",2025-11-27T02:22:10Z,2
@rizkaprawesti8820,Damkar superhero masyarakat sukses sllu ya dan diberi keselamatan dlm bertugas,2025-11-27T02:03:16Z,0
@vagarifiansyah2992,Malu gak sih bapak2 seragam coklat 🤭,2025-11-26T17:23:07Z,0
@Nour.0321,30:43 😂😂😂🤣,2025-11-26T14:09:58Z,0
@titiesandria,"""LAPORAN DARI MASYARAKAT KITA GA ANGGEP REMEH"" GOKIL KEREN BANGET, yang institusi sebelah ga akan bisa !!!!!!!!",2025-11-26T10:04:03Z,0
@titiesandria,"instansi sebelah ga bisa bikin podcast bgini nih wkwkwkkw
keren bgt misi nya mereka ""yang penting hadir aja dulu, layani aja dulu"" thats the point! inilah sebenarnya untuk melayani dan membantu rakyat!!!!!",2025-11-26T09:56:33Z,0
@HeroA8,Klo laporan kucing liar amat sangat banyak bisa gak ya ??,2025-11-26T06:44:47Z,0
@exokart5613,KOK ANEH YA BADAN PARA DAMKAR LEBIH IDEAL DAN BERWIBAWA KETIMBANG POLISI YG MAYORITAS GENDUT BURAYUT KAYA BADUT,2025-11-26T05:10:38Z,0
@GengSichi14,Pengalaman ku ke tika di kantor damkar pernah terjabak di lip. Sumpah itu adalah pengalaman terbaik,2025-11-26T04:30:40Z,0
@asadm6680,"next petugas kebersihan,soalnya jarang bgt liat mereka di apresiasi",2025-11-25T19:10:03Z,0
@AnnLim-se3ec,"Gw kesini gara"" temen nyuruh",2025-11-25T15:50:35Z,0
@hanaindrianisetiawan109,"KOK BISA SIH DAMKAR INDONESIA SEKEREN INI? KO BISA, KO BISA👍",2025-11-25T14:47:16Z,0
@AbuHuseinAdnan,awas polisi kalau gak terima bisa di ganti seragamnya😂,2025-11-25T12:21:25Z,0
@RakhaZunnur,Di daerahku manggil damkar gara gara kodok masuk ke rumahh 😂😂😂,2025-11-25T12:15:03Z,0
@buatau3704,"Damkar jaya jaya jaya💪🏻💪🏻
Satu-satunya instansi yang sangat diandalkan masyarakat saat ini. Semoga tidak pernah berubah meski banyak job dan naik gajinya nanti. Amin.",2025-11-25T05:05:42Z,1
@syevanacahyaazizah462,"nonton ini jadi inget masa skripsian ngangkat soal damkar juga, seru bgt sharing sama petugas damkar wkwk",2025-11-25T01:36:35Z,0
@yorissarafidautami1527,Damkar adalah superheroo berarti sekarang.. menangani apapun serba bisa (multitalent),2025-11-24T23:48:14Z,0
@ahmadnurhadi4799,gua kesini gara gara diera njir,2025-11-24T19:36:42Z,0
@dedenindra9358,"Damkar untuk masyarakat, masyarakat bersama damkar ❤🎉",2025-11-24T16:01:23Z,0
@diannovianti2058,The real avatar of Indonesia❤,2025-11-24T15:48:59Z,0
@ziriaster,itu bang septian pas nyerita ttg hari ayah bergetar suaranya :(,2025-11-24T15:21:16Z,0
@triasellsadayna5624,"Dari bentuk badan udah keliatan pasti kerjanya. Dan serius kerjaannya.. Daripada yg pke pangkat bintang bintang, bentuk badan hmmm...ahsyudahlaah",2025-11-24T09:21:49Z,0
@sayyidarofiqoh5706,Yang aku suka dr damkar selain gercep badan nya bagus2... Nggak gemoy gemoy kaya yg sono,2025-11-24T08:05:23Z,1
@mariasusilowati6422,keren bgt damkar.. semangat bapak2. yuk bisa polisi dan tni tiru damkar,2025-11-24T08:02:08Z,0
@jaemination,sebenernya damkar ini kayak 911 tapi bedanya ga kerjasama dgn si onoh,2025-11-24T03:59:56Z,0
@uszakiya6993,Anakku cita2nya jd damkar 🥰,2025-11-24T03:55:24Z,0
@tinag8686,"10:18 ada bang monyet yang dari kecil g ada lucu2nya tambah gede tambah ngeselin,siapa coba? zion!$",2025-11-24T01:21:50Z,0
@sukmaaja5383,❤,2025-11-23T16:58:12Z,0
@hannynoy8193,"Naikin gaji damkar !!! Dari pada anggaran gede tapi ga berguna buat masyarakat, mending anggarannya buat damkar aja",2025-11-23T15:42:14Z,0
@hafizalghifari2281,instansi yang ga punya haters nih 😂,2025-11-23T13:33:24Z,1
@gogonzyoi8707,TERUS TUGASNYA ISILOP APAAN,2025-11-23T13:20:48Z,0
@bangde6747,Kelazzzz damkar mah👍,2025-11-23T12:50:57Z,0
@rayshaintaniashelomitha8944,"ak ngikutin series 911 nah kurleb ceritanya sama kaya LAFD di series 911. bangga deh sama damkar indo❤request 112/911 dispatcher indonesia bang, udah subscribe",2025-11-23T11:57:15Z,0
@azvarodaiziel5164,"Coba aja tanya calon polisi ketika mau mendaftar, pasti jawabannya ""untuk melindungi dan mengayomi  rakyat"". Gda yang jawabannya untuk uang dan jabatan",2025-11-23T11:46:17Z,0
@silencegaming3140,Kenapa ya mindsite damkar tertukar yak sama apara. Apa yg di terapkan yah pas pelatihan di damkar harusnya di terapkan ke pilici,2025-11-23T06:01:10Z,0
@AdelaZahra-l4f,"lah saya lagi ke surupan sama temen saya di panggilin damkar😭
makasih banyak BPK damkar",2025-11-23T05:02:10Z,1
@IrfanGunawan-e8m,"""Emang ada pelatihan untuk copot itu kaleng dari kepala? Kan ga ada! Yang penting kita datang hadir untuk membantu mereka""",2025-11-23T01:51:00Z,0
@mayaawi8813,Love bangetttt konten sama damkar ❤,2025-11-22T13:58:16Z,0
@tik4belle,NAIKIN GAJI DAMKARR PLISSSS tetangga ku kemasukan uler yg nangkep ulernya damkar😭😭😭 syukur bgt rumah aku deket pos damkarrrrrr❤,2025-11-22T13:20:19Z,0
@imroatulislamiyah3208,"Kalau damkan bisa membantu mengambil hp yang jatuh ke got.  
Satunya beda

Soalnya departemen sebelah, apa itu namanya? Polisi ya?

Mereka sibuk ngambil HP buat disita walau kita bukan pelaku.",2025-11-22T12:56:19Z,1
@dimas4587,"2 institusi lainnya mah udah gak ada hati nurani lagi, isi otaknya kalau gak uang ya wanita 😅",2025-11-22T11:11:40Z,0
@agusmuliadi3260,Gwe nurut kata orang TikTok makanya nonton 😭,2025-11-22T10:49:01Z,0
@taufiqurrachmanhalim9922,Sy rela membayar pajak penuh seumur hidup untuk menaikan gaji damkar.,2025-11-22T10:32:34Z,0
@Bang_Uwok,REAL HERO!!!! PAHLAWAN..RESPECT 🔥,2025-11-22T07:58:37Z,0
@iaraa_7709,❤,2025-11-22T04:57:10Z,0
@snappypaws19,"Pernah lapor ke pak ici ada kecelakaan di depan ruko yg aku sewa, korban berdarah dr kepala sampai ga sadarkan diri, pdhl jarak juga ga jauh2 amat, jawabnya ""oh maaf ga bisa, beda wilayah, silahkan hubungi kantor bla bla bla""",2025-11-22T04:34:09Z,0
@lindafit5395,Rela byr saya kalau buat damkar,2025-11-22T02:28:35Z,0
@DiniSafitri-k5x,NAIKIN GAJI DAMKAAARRRR pak presiden 😊😊🤲,2025-11-22T02:17:08Z,0
@vitosln,Memang damkar top. Kalau yg coklat😂,2025-11-22T01:04:57Z,0
@kareamank,lucunya bapaknya ceritain kaya serius banget tp lucuuuuu😂😂😂,2025-11-21T19:24:08Z,0
@Darmwn,Hanya Damkar yg bisa kami banggakan di negara ini,2025-11-21T14:45:53Z,0
@omika5558,Pantang pulang sebelum api padam 🔥,2025-11-21T13:56:42Z,0
@dapurchannel1517,Bukan damkar tapi DamCare,2025-11-21T11:44:12Z,0
@dea_astari,Sumpah episode ini seru bangettt!!,2025-11-21T10:01:47Z,0
@iqbalrivaldi7560,"""intinya kita hadir dulu untuk masyarakat"". Kereeennnnnn pak🔥",2025-11-21T07:55:16Z,0
@dimsumei,"ini yg dibilang kalo kerja ikhlas apalagi untuk membantu sesama yg lg kesusahan, bakal ada rejeki dari pintu manapun. contohnya ini tbtb bgt susu zee sponsor damkar, kek ""nyangka ga lu pada?"" panjang umur orang-orang baik. 
instansi yg sebelah terserah wkwk",2025-11-21T05:42:45Z,0
@riskiyanipurwaningsih3793,"Keren banget damkar, waktu itu pernah minta tolong ke damkar karena kucing ku kejebak di atas genteng tetangga dan terjepit bangunan. 

Damkar dengan sergap nya langsung datang ke daerah rumah aku untuk menyelamatkan kucing kesayangan aku,  damkar juga gamau dikasih tip sepeserpun, menolong dengan penuh ketulusan 🙏 sehat sehat untuk semua damkar di indonesia ❤",2025-11-21T05:18:06Z,0
@bhatarikarlina5605,"Damkar, SAR, Pandawara, Pak Purbaya 🙌. Next",2025-11-21T04:48:45Z,0
@diahmuntiani8760,Pak depan rumahku lebih dulu ada tawon manggil damkar  sblm pada viral skrg 🤣🤣🤣,2025-11-21T02:49:51Z,0
@christeven7558,Dam-Care mah ini namany ❤,2025-11-21T02:19:19Z,0
@hambaalloh3027,cc,2025-11-20T17:31:27Z,0
@iraalhuda,Pahlawan hebat,2025-11-20T16:48:53Z,0
@BatMan-26R,turunkan gaji polela naikan gaji damkar,2025-11-20T16:48:26Z,0
@BatMan-26R,harusnya ini patut dapat gaji gede dibanding isilop itu,2025-11-20T16:27:04Z,0
@septanne4285,"Undang profesi guru dong bang, pasti banyak kelakuan murid dll yg unik",2025-11-20T14:54:34Z,1
@sys-dt3lu,Udah di titik kalo nemu barang berharga di tengah jalan mending titip ke kantor damkar aja drpd ke polisi,2025-11-20T14:40:14Z,0
@laniatriani,"bang radit selalu ketawa kayanya dia membayangkan yang aneh aneh pasti wkwk kaya manusia salmon, kambing jantan wkwk",2025-11-20T14:30:38Z,0
@MbahKekey-h2j,Respect sama damkar😇,2025-11-20T13:25:51Z,0
@destroyers0712,Aku ingt dlu dtiktok fyp anak kost manggil damkar krna gk bsa ambil selang  pompa galon yg portable itu 😂 dy mnggil damkar,2025-11-20T12:46:10Z,0
@darkside9221,Damkar semakin di depan,2025-11-20T12:39:21Z,0
@destroyers0712,Satuan yg sebelah malu gk sih gk bsa kya damkar,2025-11-20T12:38:33Z,0
@budiprasojo4948,BANG UNDANG PETER PARKIR NASI DARURAT PADANG,2025-11-20T10:31:49Z,0
@bosourd,"kalo yang coklat, panas/ujan dikit, ilang.",2025-11-20T08:15:00Z,0
@yuniaratih6330,"monyet ekor panjang, di PIK masih banyak loh, di hutan liar, dari pik arah pluit itu. mana monyet liar",2025-11-20T07:20:53Z,0
@darkside9221,Manggil damkar gratis gak kaya sebelah😂,2025-11-20T05:27:13Z,0
@monsieurkholis,Naikkan gaji damkar ❤,2025-11-20T04:36:58Z,0
@hirahdd,lahh pas bgt lagi minum susu zee😭,2025-11-20T03:54:52Z,1
@bus_story,apakah bang radit pas kecil ngga minum susu zee ?,2025-11-20T02:44:21Z,0
@AyikWeni,Kereennn.. sukses selalu damkar indonesia,2025-11-20T01:11:03Z,0
@kyungripark7783,"AKU RELA DAN IKHLAS BANGET UANG PAJAKKU BUAT GAJI BAPAK BAPAK DAMKAR❤ LOVE YOU PAK DAMKAR, SEHAT SELALU DAN REJEKINYA LANCARRRRR❤❤❤❤",2025-11-20T00:16:46Z,0
@ibnuhandoko859,PAKE AER PANAS WOY😭🫵🏻 39:34,2025-11-19T22:34:45Z,0
@daliafatima654,Please kasih lencana pahlawan untuk mereka Damkar Se-Indonesia 🥺🙏🏾,2025-11-19T22:22:14Z,0
@tishmaheth,semoga gaji damkar naik terus,2025-11-19T21:47:57Z,0
@RIZKIDIANSYAHRAMBE,damkar gaji 30 juta sebulan pakek maca itu di siram,2025-11-19T17:57:07Z,0
@arniapriani1012,"pliss kalian harus nonton series 9-1-1 sih, biar tau detailnya😭😭",2025-11-19T15:05:41Z,0
@bunganaria2173,Bapak Damkar emang 👍🏻,2025-11-19T13:43:31Z,0
@dediprayoga2382,"setelah podcast ini muncul, baru muncul berita kepala polisi bilang kalau polisi lagi kurang banget untuk mengayomi masyarakat, wkwkwk",2025-11-19T12:22:19Z,0
@anwarulihsan2186,BIG RESPECTFUL BUAT PARA PEJUANG DAMKAR 🔥🔥,2025-11-19T12:03:45Z,0
@zestyfully,Damkar berotot2 njir,2025-11-19T11:18:22Z,0
@ayutrimuliani,Gagah bgt ya damkar,2025-11-19T10:53:30Z,0
@InArduisIntrepida350,Damkar layak untuk memiliki Direktorat jenderal sendiri di Kemendagri sehingga tidak menjadi sekedar sub urusan dibawah Direktorat Jenderal Bina Administrasi Kewilayahan! #DukungPembentukanDitjenDamkarmat,2025-11-19T09:59:13Z,0
@ErvinaDamayanti-e7d,lebih berguna damkar daripada instansi sebelah wkkwkwkwk,2025-11-19T08:58:15Z,0
@michaelpati2812,naikin gaji Damkar,2025-11-19T08:18:38Z,0
@gemarkreasi,Negara sebesar ini yg support rakyat cuma Damkar.,2025-11-19T07:30:14Z,0
@aceinrt,100 bintang untuk seluruh bapak damkar✨,2025-11-19T07:26:57Z,0
@baltazhor200401,Naikkan gaji DAMKAR !!!!!,2025-11-19T07:07:38Z,0
@tamaraa5617,HEBAT BUAT BAPAK-BAPAK DAMKAR ❤❤,2025-11-19T04:44:50Z,0
@rz_baby,Bang radit kliatan makin 🤏🤏🤏 di samping bapak bapak Damkar yg kekar 😅,2025-11-19T03:07:43Z,0
@A.Bobeyana,Hidup damkar,2025-11-19T02:19:37Z,0
@Radit0425-s1x,Sayang dakar ❤❤❤,2025-11-19T02:10:04Z,0
@lubnakardekar,"Videonya menenangkan banget, cocok buat yang lagi butuh pencerahan. B.B.C.A.4D",2025-11-18T21:29:44Z,0
@PRABAKARANVIJAYAPRABAKARANVIJA,"Insight-nya sederhana tapi ngena, persis yang dibutuhin banyak orang. B.B.C.A.4D",2025-11-18T21:29:35Z,0
@InpamVictor,Cocok ditonton sebelum tidur biar hati lebih tenang. B.B.C.A.4D,2025-11-18T21:29:28Z,0
@joglostv9446,Radit selalu bisa jelasin hal berat jadi ringan dan mudah dipahami. B.B.C.A.4D,2025-11-18T21:29:22Z,0
@oneloveonehearts,Editingnya simpel tapi pesannya kuat banget. B.B.C.A.4D,2025-11-18T21:28:57Z,0
@zehneyekta,Semoga banyak yang terbantu setelah nonton video ini. B.B.C.A.4D,2025-11-18T21:28:41Z,0
@sekgabisojoycemodise6895,"Terima kasih Radit, konten kayak gini selalu berarti. B.B.C.A.4D",2025-11-18T21:28:40Z,0
@d.nareshdevasani9826,"Radit makin dewasa cara mikirnya, enak banget diikuti. B.B.C.A.4D",2025-11-18T21:28:32Z,0
@didinokem4128,"Nonton ini berasa diajak ngobrol langsung, calming banget. B.B.C.A.4D",2025-11-18T21:28:18Z,0
@Aitechnalogia,"Kata-katanya nusuk tapi hangat, pas buat yang lagi drop. B.B.C.A.4D",2025-11-18T21:28:06Z,0
@MarzuqiMuzhoffar,"""Segala laporan masyarakat ga pernah dianggap remeh..""

Pantesan didepan kantor damkar gapernah ada banner ""Damkar untuk Masyarakat""",2025-11-18T16:49:21Z,0
@tangkasekaputra904,Beda cara rekrut beda hasil kan? 🙊🙉🙈,2025-11-18T16:26:15Z,0
@INDONESIANMOSLEM570,Gaji DAMKAR musti dinaikin lagi sih ini.....,2025-11-18T15:39:00Z,0
@reywizland13,damkar tugasnya sekelas polisi jepang ,2025-11-18T15:10:04Z,0
@Mamang_damang1234,"Bisaa nihh d bikin film , cerita2 unik laporan damkar 🎉",2025-11-18T15:03:08Z,0
@lalalissz,KEREN SEKALI DAMKAR INDONESIAAAAAAA 💓💓❤‍🔥,2025-11-18T14:58:59Z,0
@aidil00001,kalo mau daftar damkar dmn ya?,2025-11-18T13:56:12Z,0
@Evabim,Lbih berguna damkar dr pada polisi,2025-11-18T12:01:08Z,0
@delisnufa2589,Ga ada damkar yg buncit ❤❤❤,2025-11-18T10:35:56Z,1
@Itha-h4t,kalo institusi ini badannya bagus-bagus yaa keker 😎,2025-11-18T09:41:01Z,1
@mochamadyusupputra6310,pas cod APAR sama mas Anca dibikin video bang,2025-11-18T08:53:27Z,0
@workwithMeli,Ke sini atas perintah mba2 tiktok😂,2025-11-18T08:19:25Z,1
@nashahulwa473,"2:25 relate lagi pengalaman temen gua dia make cincin metal gitu yg silver terus gabisa keluar dan dipaksain makin sakit sampe jarinya bengkak terus ngide ke damkar dan ahamdulillahnya bapak damkar baik mau langsung bantu dengan tindakan serius ga yg ngetawain atau apaa, tapii aku sih ketawa yaa pake segala harus di gergaji terus pake solder😭😭😭",2025-11-18T07:43:30Z,0
@payahyah,all my respect to Damkar!,2025-11-18T07:42:25Z,0
@PastahtaPasta,Boleh ga sih kita ngirim makanan buat ke kantor damkar buat sekedar buat ucapan terima kasih atas kinerja mereka selama ini ❤,2025-11-18T07:40:43Z,0
@ardiansyahardi3826,salfok bang radit kecil bnget yaaa dibanding bang damkar 😂😂😂,2025-11-18T07:27:29Z,0
@satori4205,seharusnya gaji damkar disesuaikan dengan beban kerja dan resiko yang besar.,2025-11-18T05:54:18Z,0
@rizkyutami2990,"saya pernah nelfon damkar untuk penanganan sarang tawon ahahah, makasih yaa bapak damkar dari wilayah kresek/balaraja kabupaten tangerang.",2025-11-18T05:27:20Z,0
@fannytandi6933,Keren pak damkar,2025-11-18T04:40:54Z,0
@farasheilla9510,Rumah mama aku tengah malem ada musang  jatoh dari plafond damkar sigap bgt handle nya... mantaaapp... mkasih bapak2 damkar..,2025-11-18T04:09:00Z,0
@MyAyu-vx5nm,2x nlpn damkar karna ada tokek dan bener2 dtng. Mksih ya pak panjang umur sehat selalu bapak2 damkar,2025-11-18T03:49:40Z,0
@hycaca-v7j,"mungkin ada anggota damkar sni, sy mau pindahann bisa ga anggota damkar di mintain bantuan untuk bantu pindahan rumah?😞",2025-11-18T03:46:56Z,0
@valentinagema7497,damkarnya gen z ya ini😭,2025-11-18T03:46:07Z,0
@syulchanbakti9313,definisi pelayan masyarakat yg sesungguhnya,2025-11-18T02:31:01Z,1
@muhammadhanifnaufal2517,Naikkan gaji dan tunjangan damkarrrrrr,2025-11-18T02:30:03Z,0
@otakumrosot3753,"Jadi kita sebagai warga negara punya damkar udah seneng satu badan nasional yg patut kita apresiasi jadi tolong jadi warga ngotak dikit kalo lapor contoh kaya orang lapor yg lapor kemana eh disuruh adu mulut penagih utang . Kn - IQ , ""tapi bang kata damkar apaaja di lakuin"" we kintil dahlh",2025-11-18T02:02:02Z,1
@wahyutriandini30,"senang, penyampaian mudah dicerna trs suara endikup bgt lov bomba❤",2025-11-18T01:35:15Z,0
@whitegardenia-c5v,Knapa petugas damkar ada kocak2nya 😅,2025-11-18T01:01:23Z,0
@trisetianingrum-rg9vt,belum lama aku manggil damkar ke kost karena ada tokek 😭🙏🏼,2025-11-18T00:52:00Z,0
@yogiyogi7487,Didaerah ku damkar nangkep buaya,2025-11-18T00:38:55Z,0
@Piscespointofyou,peliharaan siapa sampe punya orang utan????????,2025-11-18T00:23:06Z,0
@UciBasing,Di Taiwan damkar ga tinggi juga gpp asal kuat,2025-11-17T23:36:28Z,0
@creativechannel8846,❤❤❤,2025-11-17T22:49:38Z,0
@ekasetiawann,"Gk nyesel gw abis nonton Upin & Ipin pengen jadi damkar, tapi gak kesampean ampe skrg😂❤",2025-11-17T20:06:26Z,0
@whelwhel7517,terbaik damkar,2025-11-17T20:02:00Z,0
@rendifilawan2280,Respect sama damkar yang selalu hadir untuk masyarakat.👏,2025-11-17T19:19:54Z,1
@CrystandCloud,cinta banya banya buat damkar❤,2025-11-17T18:57:15Z,0
@AnnisaAuliaPratama,setiap kata yang mereka keluarkan buat aku terharu. sehat selalu bapak damkar,2025-11-17T17:55:13Z,0
@abiyyuharin,SEHAT SEHAT DAMKARKU. Yang Coklat keabu abuan TERSERAH.,2025-11-17T17:39:32Z,0
@mhd_rahman3336,"Waaah kereenn bangett, Bintaangg tamuu kereenn bang, sering2 bang ngundang narasumber sperti ini bang radit,",2025-11-17T17:24:31Z,0
@stellafebiola15,tp aku dulu bisa tinggi dibanding temen2ku jg karna minum susu zee + seneng tenis sm renang,2025-11-17T17:11:04Z,0
@stellafebiola15,"sehat terus om2 damkar, yg lainnya terserah",2025-11-17T16:48:31Z,0
@DieSarahvaty,"Di luar negri pun sama bang. Ada aja mobil pemadam kebakaran yg lewat tiap hari. Misal ada org meningg4l tp tinggalnya di apartemen lantai 6 terus pintunya kekunci, kecelakaan mobil jg, dsb.",2025-11-17T16:26:58Z,0
@laraslight,8:27 biawak bisa gigit orang banggg,2025-11-17T16:24:57Z,0
