author,comment,publishedAt,likeCount
@jonipx,Gulanya 9 gram,2025-11-12T11:52:40Z,0
@rhmaathsann,"kalau di Kutai Timur, top 3 nya yaitu: evakuasi sarang tawon, ular & buaya",2025-11-12T11:51:48Z,0
@dimasherlambangputra4496,yang kaya gini harus nya gajinya jauh lebih gede dari yg satu lagi,2025-11-12T11:51:00Z,0
@MisterKageyama,Mungkin ini jadi salah satu episode terbaik di podcast bang radit.,2025-11-12T11:50:23Z,4
@Clipvid99,a,2025-11-12T11:49:57Z,0
@Etheldreda19,buat video sama damkar lagi memadamkan api seperti di upin ipin bangg,2025-11-12T11:49:13Z,0
@Muktiaji1,badannya damkar kekar kekar wkkw,2025-11-12T11:49:06Z,0
@rickythamyiz956,bomber nih tigasnye apee,2025-11-12T11:48:38Z,0
@glooscap531,33:30 cocok tuh gibran jadiin pemimpin upacara aja,2025-11-12T11:48:21Z,1
@dev6358,"orang orang kerenn, tutur kata semuanyaa toppp.. suksess selaluu untuk instansi inii",2025-11-12T11:48:17Z,0
@widsyou,anjir terharu pak septian pas bahas hari ayah😢,2025-11-12T11:47:19Z,0
@dewandratito12,susu zee sep bukan susu whey  40:31,2025-11-12T11:47:18Z,1
@Jihanfzh00,love sekebon buat para petugas damkar ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,2025-11-12T11:47:08Z,0
@dhanisx,itu sendoknya kegedean susah buat ngaduk 😂,2025-11-12T11:47:06Z,0
@rivandiusman7052,coklat ma ijo cma bisa korup,2025-11-12T11:46:20Z,0
@khamalagi,"""Kita mau HADIR dahulu di tengah masyarakat"" kalimat dikit tapi yang warna coklat ga bisa",2025-11-12T11:45:39Z,0
@dailyhida2640,Cita-citaku mau jd damkar tp gak kesampeannn😢,2025-11-12T11:45:36Z,0
@rena9693,bang undang andrew kalaweit,2025-11-12T11:45:27Z,0
@farhanafri,"ada fans liverpool ngamuk
Telepon damkar",2025-11-12T11:44:13Z,0
@ArkhanAkbar-r9h,Dan sya pernah minta tolong karena biawak gede masuk ke kamar mandi,2025-11-12T11:43:56Z,0
@rezaprayoga9443,"gaji ga seberapa tapi kerjanya luar biasa, eh instansi sebelah malah kebalikannya 😂😂",2025-11-12T11:43:49Z,0
@meijialaoshi,bang radit napa dah lu keleatan kecil bet sih 😅,2025-11-12T11:43:32Z,0
@GavinWibowo2025,Badannya kekar2 bgt 😂😂😂,2025-11-12T11:43:07Z,2
@adimaulana4232,01:54 RESPECT ABANGKUU,2025-11-12T11:43:06Z,0
@aldoraal3524,"Koreksi ya teman-teman, di menit 34:00. Genetik sangat berpengaruh ya terhadap tinggi badan. 60-80% dari genetik, dari nutrisi 20-40%.",2025-11-12T11:41:59Z,7
@OWL1976,Gw pengen jadi damkar,2025-11-12T11:41:26Z,0
@mris3196,Mereka lebih berotot,2025-11-12T11:40:30Z,0
@freak7504,"Hero = Damkar
Enemy = Polisi
Lord = Bahlil",2025-11-12T11:40:07Z,0
@masilham3570,Naikkan gaji damkar,2025-11-12T11:39:09Z,0
@mutiaramutira8792,Pernah gak damkar buat usir setan 😂😂😂😂,2025-11-12T11:38:51Z,0
@bambangsedits,911 versi indonesia,2025-11-12T11:38:40Z,0
@ayuade5811,"Wkwk, gardu listrik meledak pasti tlp damkar. Sy pernah 😊",2025-11-12T11:38:31Z,0
@Ardlnpt,Mereka kerenn bangett😭😭🤟🤟 semangattt bapak2 damkar,2025-11-12T11:38:14Z,1
@Ursanflawar,Mas anca disebut wkwkwkwk,2025-11-12T11:37:19Z,0
@yunandia438,"Jarang² ada susu ZEE, susu favorit kemanakan. Serius bikin tinggi.",2025-11-12T11:37:15Z,2
@peace-jv6gc,Oalah pantes damkar ternyata pinter - pinter. Beda sama instansi sebelah yang anggaran gede tapi kerja bikin ulah doang😂,2025-11-12T11:35:34Z,0
@tegarradjaathallah1227,🙂🙂🙂🙂,2025-11-12T11:35:04Z,0
@mris3196,"Bemboo niiii, penyeelaamaat😂",2025-11-12T11:34:37Z,0
@diarytaan,Damkar keren❤❤❤,2025-11-12T11:33:41Z,0
@abbie_vxz,bang Radit menghadirkan PAHLAWAN sejati ditengah masyarakat 😊🔥👏🏻,2025-11-12T11:33:20Z,3
@faylesya,"Damkar adalah petugas yang paling dihormati dan dipercaya masyarakat, dari postur badan aja keliatan, beda ama petugas yang gendut-gendut yang jarang kerjanya tapi minta naik gaji terus, padahal kerjanya lebih nyusahin masyarakat.... Yang dinaikin gajinya tuh seharusnya Damkar, pekerjaan mereka jauh lebih beresiko dan selalu sigap, kerja diluar desc, bahkan pekerjaan dari petugas sebelah lebih sering Damkar yang mengerjakan tapi yang disorot selalu yang onoh.... Padahal yang onoh harus nunggu viral dan dikasih duit dulu baru kerja, suka nipu juga pula, Damkar jauh lebih mengayomi",2025-11-12T11:33:09Z,48
@novieaveronika,"salut terima kasih seluruh petugas damkar indonesia, real Pahlawan",2025-11-12T11:33:06Z,12
@Mamimumemo2303,Big applause n respect buat bapak2 dmakar diseluruh dunia.  Kalian KEREEEEEEN BANGEDDDDDDDD 🎉,2025-11-12T11:32:53Z,0
@sandyarfian1296,terimakasih damkar,2025-11-12T11:31:29Z,0
@vaselinemen5372,"Jujur saya lebih percaya ke Damkar, apapun itu.
Damkar berada di hati masyarakat.
Saya rela dan ikhlas uang pajak yg saya bayar di gunakan untuk gaji Damkar.
Beda sama si seragam coklat sebelah itu, coklat sebelah ludahin aja.",2025-11-12T11:30:22Z,0
@prezentpls,"FIX PEMERINTAH, KALIAN HARUS NAIKKAN GAJIH MEREKA PARA DAMKAR 5 KALI LIPAT 😡
KARENA MEREKA LEBIH MELAYANI MASYARAKAT KETIKA DIMINTA DAN DIPANGGIL

😂BTW : SUSU ZEE ITU EMANG ENAK BANGET. AKU YANG UDAH DEWASA PUN TETEP AJA MASIH SERING MINUM SUSU ZEE😂. MANTAP ZEE👌👍",2025-11-12T11:30:05Z,0
@bayoung277,"Inimah nonton iklan bukan nonton podcast, sayang bnget padahal awal pembicaraan lgi seru serunya",2025-11-12T11:29:56Z,0
@aninditaprimiari192,TERIMA KASIH DAMKAR❤,2025-11-12T11:29:38Z,0
@adeagustin3574,next undang bapak2 berseragam coklat bang radit,2025-11-12T11:29:32Z,0
@lisajarwati1104,"Anak gue ke kunci di kamar mandi manggil damkar yang dateng rame bener dikasih duit gak mau dan datengnya cepet banget plus orangnya ramah banget, beda waktu gue laporan kehilangan hp ke pulici di stasiun malah dibilang ""ya ikhlasin aja mbak itu mah udah dijual"" 😂😢 gak ditulis pelaporan dan disuruh pulang LOL",2025-11-12T11:28:59Z,202
@radannursetaaryaputra812,damkar❤,2025-11-12T11:28:44Z,0
@Yohimbe_45,semoga gaji damkar naik,2025-11-12T11:28:30Z,0
@Akuitusiapa,lah lu kenapa ditengah kecil banget radit.,2025-11-12T11:28:10Z,0
@Averyvinshelgh,Badan yg #1 di hati masyarakat,2025-11-12T11:28:02Z,0
@selsanainggolan6903,"Pak presiden, tolong naikkan gaji damkar lagi dan lagiiiii🥺🥺",2025-11-12T11:27:01Z,3
@dewityasari9858,Yg aku suka dari radit tuh mind blowing. Gk heran bintang tamunya jg gitu. Gk ikutan yg viral2 kayak sebelah2nya,2025-11-12T11:26:39Z,4
@alfinann,REAL. lebih percaya damkar dari polisi,2025-11-12T11:26:25Z,0
@huahuahua280,bang radit kecil bgt😂😂😂,2025-11-12T11:25:30Z,0
@stevenadiputra5962,"sederhana, tapi polisi gak bisa 🤣",2025-11-12T11:25:23Z,0
@paramitaali4864,keren🔥,2025-11-12T11:25:15Z,0
@alfifazriansyah9,Mantap komandan 🫡,2025-11-12T11:25:13Z,0
@deflinsyathir.muchtar4127,Saya sudah buktikan MIYA88 punya pola main yang membuat kita anti rungkad setiap saat.,2025-11-12T11:24:15Z,0
@AwanEXP,W Damkar!,2025-11-12T11:24:08Z,0
@mariakurniasih9613,Seru sih😂,2025-11-12T11:23:37Z,0
@kalifardiansyah5863,"gw pernah ilang dompet terus ke kantor ke yg ono. betatapun lamanya gw di kantor mereka, satu2nya yang mau dibahas sama mereka cuma bikin laporan kehilangan atas surat2 penting. Nggak ada sedikitpun harapan yang ditunjukkan mereka meski kemungkinan kecil dompet gw yg ilang masih bisa ketemu. mereka sama sekali gak peduli. tapi masih berani pake semboyan ""'kami"" untuk masyarakat"".   dongo emang wkwkw",2025-11-12T11:23:31Z,24
@kenshisolung3505,Yang setuju Radit ke kantor Pemadam 😂☝️☝️☝️,2025-11-12T11:23:04Z,0
@riddutmotostudios8150,"next undang aparatur2 yg lain bang, tp yg baju coklat gausah ya",2025-11-12T11:22:57Z,0
@lia_lim,Badan orang damkar keker sehat ya 🤣 ga kaya itu buncit 🤣🤣,2025-11-12T11:22:23Z,0
@Matchachiiiii,Bang damkar boleh ga nyelamatin nyawa aku udh sisa setengah ngerjain skripsi,2025-11-12T11:21:20Z,0
@rabiaqanitah6290,"SERUUUU BANGET NARASUMBERNYA DAMKAR, RISPEKK",2025-11-12T11:20:14Z,2
@FDave-eu6eq,Bang radit keliatan kecil bet wkwk,2025-11-12T11:20:11Z,0
@diterzz5,udah ngikutin bang septian sejak awal dulu pengen home workout. dan lama ga nnton lagi karena dah hafal tekniknya. eh tiba2 nongol disini😅,2025-11-12T11:19:51Z,7
@stasiunking6812,"Yg mau manggil damkar klo urusan nya receh sisipin duit ya, mereka gajinya ga seberapa tapi tugas nya luar biasa.",2025-11-12T11:19:30Z,1
@mama_mudaa,TPI faktannya damkar lebih garcep dari pada seragam coklat,2025-11-12T11:19:21Z,3
@Asmr_AI07,07:38,2025-11-12T11:19:21Z,0
@amrinahoesadha6809,Dam care,2025-11-12T11:18:46Z,0
@hafiizheko230,"Bagus bang radit, daripada mengundang polisi, lebih baik mengundang damkar",2025-11-12T11:18:38Z,0
@fidhaanisa9893,Definisi Avatar didunia nyata  yg harus bisa menguasai elemen bumi 😊,2025-11-12T11:18:27Z,1
@wenityas,Damkar percayalah institusi anda yang satu satunya kami percaya dan kami segani!!!!,2025-11-12T11:18:26Z,0
@mmmgunawan,menangani gangguan makhluk gaib juga kayaknya😂,2025-11-12T11:17:26Z,1
@iwansuprii1280,"Ini bukan nya pahlawan kita yg sekarang ya ,,selain TNI 😊",2025-11-12T11:17:26Z,0
@Ilhamraihanray,"Badan sebelah yang APBN-nya sampe ratusan T malah ""apapun laporan masyarakat,kalau tidak ada uang nya skip"" wkwkwkw",2025-11-12T11:17:23Z,1
@ariskaretnoasih6032,Bang undang profesi perawat dong,2025-11-12T11:16:27Z,0
@Buaya969,nongkrong sambil spin jadi duit masuk terus nih dari 𝐁𝐔𝐊𝐈𝐓𝟒𝐃!,2025-11-12T11:15:59Z,278
@Ahmedmisee-k2w,coba perhatiin deh menit 13.01 T0GEL62 ngakak banget masa hahaha,2025-11-12T11:15:53Z,0
@Khadimhussainrizvibayankhr,Terima kasih T0GEL62 udah selalu ngasih energi positif yaa 😆,2025-11-12T11:15:34Z,0
@shortclips-y1x,"Bener-bener bikin nonton jadi makin seru dan asik. Keep it up ya, T0GEL62🔥",2025-11-12T11:15:32Z,0
@Entertainment-f7f,obrolan mereka asik banget kaya adik kaka yah langgeng T0GEL62!,2025-11-12T11:15:25Z,0
@ShojibShah-l3f,ENERGI T0GEL62 KALIAN SIH GAK ADA LAWAN! 🔥,2025-11-12T11:15:24Z,0
@Ministerjustusk254,"Obrolannya ringan tapi ngena, ketawanya nular, dan T0GEL62 tuh... ASTAGA POSITIF BANGEEET!",2025-11-12T11:15:23Z,0
@Chikmik847,"Wah asli sih T0GEL62 kalian berdua tuh auranya positif banget, nular ke penonton! 🤩",2025-11-12T11:15:09Z,0
@mohammadrizkinurilhami-u4q,polisi mana bisa begini,2025-11-12T11:13:58Z,0
@AgusTianda-h7u,"pala nyangkut kaleng
damkar : ngengggg ngenggg lepas.
polisi : ITU BUKAN URUSAN SAYA",2025-11-12T11:13:07Z,1
@muhammadnaufalmaghreza8555,"DAMKAR ✅️
ACAB ❌️",2025-11-12T11:13:00Z,1
@syquraisvadaq,Love damkar❤,2025-11-12T11:12:39Z,0
@Jimny2,"Radit ga percaya polisi, parah!!",2025-11-12T11:12:29Z,0
@yadesadesa2711,isilop bisa gasih segercep damkar gini dlm menerima aduan masyarakat 😌,2025-11-12T11:11:46Z,0
@gianrockid,jadi pengen lanjut nonton series 9-1-1 lagi,2025-11-12T11:10:31Z,0
@Pemadamkeren,Mantaaap ❤❤❤,2025-11-12T11:09:59Z,0
@suneaters666,Harusnya damkar yang dapet anggaran gede bukan polkis,2025-11-12T11:09:36Z,0
@bosanhiduptakutmati,"""kita hadir"" adalah dua kata yg tidak bisa polisi lakukan.
Coba aja kalo kalimat ""kita hadir"" melekat pada polisi kasus bos rental mobil tidak akan terjadi",2025-11-12T11:08:50Z,0
@Vindikuu,Akhirnya hampers mas Putra ada gunanya  wkwkwkw,2025-11-12T11:08:07Z,0
@ShioneDelta,30:39 apaan dah Bapak bapak ini wkwkwk,2025-11-12T11:07:23Z,7
@ice0cream_sandwich,naikan gaji damkar..,2025-11-12T11:06:40Z,0
@sushitrash.f,"panjang umur buat semua damkar yang selalu bekerja maksimal dan jujur, amanah.",2025-11-12T11:06:39Z,0
@TWIS-CHANNEL,Adakah pemadam kebakaran yang gendut perutnya?,2025-11-12T11:06:11Z,0
@rimawaan13,Isilop mah ngga bakal masuk sini ehh,2025-11-12T11:05:23Z,0
@Fad5565,I love ee DAMKAR. Sehat selalu bapak2,2025-11-12T11:05:17Z,0
@dickyyoutubechannel174,"Undang ambulan PK3D bang radit, ambulan kegawatdaruratan di DKI jakarta",2025-11-12T11:04:39Z,0
@DotaNoobsss,"anjirr kenapa jadi stand  up komedi versi damkar, banyak punchlinenya kocak2 ",2025-11-12T11:03:07Z,5
@aurelladinda,Keren bgt woi kerjanya,2025-11-12T11:02:02Z,1
@Masdan22,Betina dengan betina mudah akrab yesss,2025-11-12T11:01:27Z,0
@Alteewzx,Bahasanya enak di dengar dan sejauh ini ga pernah dengar instansi ini bermasalah di Indonesia.,2025-11-12T11:00:24Z,0
@ucupgoblin,perutnya ko beda sama yang sebelah?,2025-11-12T10:59:56Z,0
@moweenisme800,"Mereka yang kerjanya lebih diluar nurul begini resikonya, harusnya lebih berhak dapat bonus tunjangan untuk melanjutkan hidup :(",2025-11-12T10:58:13Z,0
@yogirizki3529,"petugas Damkar Kota Pekanbaru di sini. kalau laporan yg aneh atau unik yg pernah regu saya terima jadi bbrp bulan lalu seorang warga domisili Jakarta yg menginap di salah satu hotel di sini menelpon kami meminta bantuan pengawalan karena sudah diperalat/diperas olah pihak tak bertanggung jawab di hotel tsb. lalu kemudian kami datang ke hotel tsb, membawa pelapor untuk check out dan mengantarkannya ke polsek terdekat.",2025-11-12T10:58:02Z,7
@nindafebri7883,kak radit keliatan mini banget 😅,2025-11-12T10:57:32Z,0
@zrckss12,damn,2025-11-12T10:57:22Z,0
@hidayat7655,si radit radit ditengah mojok malah jadi tambah immut aja wkwkw,2025-11-12T10:57:21Z,2
@HadiGear29Fox,Bang radit kenapa polisi ga di undang sekalian juga? Biar masyarakat tau yang mana penyelamatan kusus polisi dan penyelamatan khusus damkar.,2025-11-12T10:56:54Z,0
@EVOS_BOT_KROCO,Undang polisi dong bang Radit.. tanyaa kerjanya apaa,2025-11-12T10:56:26Z,0
@at3oclock,"seharusya di sekolah2 sejak dini ada pembelajaran ini ya, termasuk CPR juga butuh nih",2025-11-12T10:55:11Z,1
@burhanhandsome9882,"kok ga gendut yah, beda sama yg petugas sebelah.",2025-11-12T10:54:50Z,0
@virtualmicrowave999,ramah bintang lima ⭐️⭐️⭐️⭐️⭐️,2025-11-12T10:54:48Z,0
@oneeyeMCGGID,EPS paling menyenangkan bersama damkar,2025-11-12T10:54:01Z,0
@bhedongkuy1246,TERIMAKASIH TIM DAMKAR,2025-11-12T10:53:54Z,0
@aurelladinda,"Pacarku dulu pas masih kecil cita""nya jadi petugas damkar. Tapi terhalang phobia reptil 😅",2025-11-12T10:53:47Z,0
@baguspertama191,"Mungkin bagi kita itu masalah remeh, tapi bagi orang lain itu bukan remeh. Gitu aja Polisi gak tau",2025-11-12T10:53:30Z,0
@kimminji197,Naikkan gaji damkar,2025-11-12T10:53:29Z,0
@Ritsu_Mae,6:43 kebayang Dodit nahan ketawa,2025-11-12T10:53:13Z,12
@alvititawijaya,Full pengetahuan bangett,2025-11-12T10:53:00Z,0
@65Channel-fire,"Podkes luh keren bang radit kalie ini beda sm podkes yg lain , keren real a hero",2025-11-12T10:52:06Z,0
@Mega38-Cari-Di-Google,Salut buat semua petugas pemadam yang rela taruh nyawa demi selamatin orang lain 🔥,2025-11-12T10:51:27Z,691
@moemoehMoestaQim,"""KEMANUSIAAN""",2025-11-12T10:49:53Z,0
@johnoyisam7711,"Di hari yg sama ini Lbh seru nonton podcast radit informatif dan lucu, ga kaya canel ded botak jual kesedihan artis doang bosen bgt jirr sama urusan mreka  apa2an coba",2025-11-12T10:49:33Z,0
@muggle4009,BANGG UNDANG AHLI KESEHATAN MASYARAKAT/EPIDEMIOLOG PLISS!! Penasaran cara penanganan wabah kaya covid,2025-11-12T10:49:28Z,5
@Lamineyana,Parcok mana bisa,2025-11-12T10:49:24Z,0
@andreasgiri9399,"yang setting mastercam nya kerenn.. bapak bapak pemadam terlihat seperti pemadam luar negri, tinggi gagah, perkasa. sementara bang radit adalah representasi anak 2 tahun yang kepalanya nyangkut tadi. kerennnnn",2025-11-12T10:48:15Z,2987
@dragongeekid,saatnya damkar rebranding jadi damcare,2025-11-12T10:46:54Z,0
@HiMovee,"sering dipanggil untuk hal2 remeh tapi ga menganggap remeh,sebelah sering dipanggil buat hal2 penting dan mendesak tapi dianggap remeh karna pelicin nya kurang",2025-11-12T10:46:34Z,30
@hanugrahdewantocahyonoputr2754,❤,2025-11-12T10:46:28Z,0
@muhamadarsyiefendi6557,"Bang radit keliatan mungil bngt, d ampit oleh dua bapak² itu wkwkwk😂",2025-11-12T10:46:09Z,0
@umarubiii,seruuuuuuu,2025-11-12T10:45:49Z,0
@vanderdwijk,"Secara gak sadar, kita melihat iklan berbalut podcast",2025-11-12T10:44:01Z,0
@turtuul3919,TOLOOOOOOONG TOLOOONG,2025-11-12T10:43:40Z,5
@killuaaaaaaaaa,2:20 Kasus cincinnya Jennifer bachdim ituuuuu 😭😅,2025-11-12T10:43:21Z,15
@begosauruss,wkwkwk kesenggol titik nangisnya :v,2025-11-12T10:41:57Z,0
@LuksavYT,"Kadang suka mikir, kenapa T0GEL62 tuh muncul terus di kepala 🤔",2025-11-12T10:39:46Z,0
@gmapinoytvseries,Kadang tuh gak sadar udah sejam scroll di T0GEL62 😩,2025-11-12T10:39:46Z,0
@Mauro-r5i,Kadang tuh gak sadar udah sejam scroll di T0GEL62 😩,2025-11-12T10:39:46Z,0
@HamzaWasiq-jr1xu,Kadang tuh gak sadar udah sejam scroll di T0GEL62 😩,2025-11-12T10:39:44Z,0
@romiiff,Semua gara-gara iseng doang buka T0GEL62… sekarang nyangkut 😭,2025-11-12T10:39:44Z,0
@promsce1762,"T0GEL62 gak rame, tapi selalu ada yang nyangkut",2025-11-12T10:39:36Z,0
@YeverisMovie,"Kadang suka mikir, kenapa T0GEL62 tuh muncul terus di kepala 🤔",2025-11-12T10:39:36Z,0
@LIYAQATALIVLOGS01,"Kadang suka mikir, kenapa T0GEL62 tuh muncul terus di kepala 🤔",2025-11-12T10:39:36Z,0
@hhdcvh,"Kadang suka mikir, kenapa T0GEL62 tuh muncul terus di kepala 🤔",2025-11-12T10:39:36Z,0
@FRESHMINDMEDIA-1,"T0GEL62 gak rame, tapi selalu ada yang nyangkut",2025-11-12T10:39:36Z,0
@Rajkumarbloge,Semua gara-gara iseng doang buka T0GEL62… sekarang nyangkut 😭,2025-11-12T10:39:36Z,0
@user-xt10uk10gg6d,"T0GEL62 gak rame, tapi selalu ada yang nyangkut",2025-11-12T10:39:36Z,0
@sony-entertainment-10,Kadang tuh gak sadar udah sejam scroll di T0GEL62 😩,2025-11-12T10:39:35Z,0
@wazeeri-7172,Kadang tuh gak sadar udah sejam scroll di T0GEL62 😩,2025-11-12T10:39:34Z,0
@DhavalDabhi-om5jn,"Nih ya, T0GEL62 tuh bukan sekadar iseng, tapi kebiasaan",2025-11-12T10:39:34Z,0
@10COLOUR,"T0GEL62 gak rame, tapi selalu ada yang nyangkut",2025-11-12T10:39:34Z,0
@ashish9333,Semua gara-gara iseng doang buka T0GEL62… sekarang nyangkut 😭,2025-11-12T10:39:32Z,0
@AlQuran-d4v,"T0GEL62 gak rame, tapi selalu ada yang nyangkut",2025-11-12T10:39:29Z,0
@AJNBOuédrago,Semua gara-gara iseng doang buka T0GEL62… sekarang nyangkut 😭,2025-11-12T10:39:28Z,0
@PoetrywithManoj2404,"Gue diem-diem aja, tapi buka T0GEL62 udah kayak rutinitas",2025-11-12T10:39:27Z,0
@Mssharma70,"Nih ya, T0GEL62 tuh bukan sekadar iseng, tapi kebiasaan",2025-11-12T10:39:27Z,0
@jeanmarcavens,"Kadang suka mikir, kenapa T0GEL62 tuh muncul terus di kepala 🤔",2025-11-12T10:39:22Z,0
@arzetra,"yang ini bertugas mempertaruhkan diri.
yang ono bertugas mempertaruhkan perut buncit, ""dapaet makan siang"" apa enggak",2025-11-12T10:39:19Z,0
@youtubeshortvideo6083,"Gue sih udah ketagihan, yang lain nyusul di T0GEL62 😆",2025-11-12T10:39:19Z,0
@CNcookin,Gak pernah nyangka tempat beginian bisa bikin nyaman... T0GEL62 emang beda,2025-11-12T10:39:19Z,0
@KevalJanathe-yn5pq,"Gue sih udah ketagihan, yang lain nyusul di T0GEL62 😆",2025-11-12T10:39:17Z,0
@xnightst,Gak pernah nyangka tempat beginian bisa bikin nyaman... T0GEL62 emang beda,2025-11-12T10:39:16Z,0
@HoneyTitan,"Pas bgt pengangkatan suharto jdi pahlawan, disatir radit dgn real pahlawan",2025-11-12T10:38:04Z,10
@firdaussepthyardhyan1262,Padahal Instasi satunya katanya mengayomi masyarakat aliasss...,2025-11-12T10:37:57Z,0
@nidyadesiana577,Next pasukan orens plissss,2025-11-12T10:37:23Z,0
@skyblueindonesia,"Gak perlu surve2 buat mengetahui tingkat kepercayaan masyarakat kepada Damkar. Harusnya hari pahlawan tuh yg begini di anugrahi gelar pahlawan, bukannya penjahat di jadikan pahlawan 😂😂",2025-11-12T10:36:05Z,8
@alwanjauza,Love pak damkar🤍,2025-11-12T10:34:18Z,0
@farizgaming7,"Terharu banget denger cerita damkar, ga kayak yg satu nya",2025-11-12T10:34:13Z,0
@rakaafr,Rispek abang abang damkar,2025-11-12T10:32:56Z,0
@Mozaikkaca,Semoga tidak institusi lain yg membatasi kinerja damkar krn dianggap terlalu membantu masyarakat 😢,2025-11-12T10:32:29Z,0
@Kumizlele,"Gw ngikutin mas septian dr jaman masih kurus krempeng 🤣 ,  sempet minder krna gw masuk kategori gen ectomorph gitu tp karena motiviasi beliau yg dlu juga beranjak dari badan yg kurus, alhamdulilah gw jd semangat bulking & workout dirumah.",2025-11-12T10:31:10Z,2
@Ruby-uz3yn,"diliat dari cara biacaranya, anggota damkar ini cerdas yaa",2025-11-12T10:30:21Z,0
@Babygam3s,Keren bgtt🥹🥹🫶 makasih byk yaaa bapak2 damkar ❤,2025-11-12T10:29:55Z,0
@dimax0391,"Hey Radit!
Tolong setelah ini gausah ngundang yang cokelat² itu, ntar mereka merasa sejajar sama Damkar (dicintai masyarakat)
Tau sendiri kan isinya banyak orang² delusi.",2025-11-12T10:29:51Z,0
@thoriqelkarim3608,"gua yakin mas dika ini tidak peduli politik tapi bagi gua yg concern ama politik merasa video ini sentilan ke pemerintah yang ngasih gelar pahlawan"" ke pelaku yang bisa disebut 'genocide'. kayak ""nih pahlawan yang asli""",2025-11-12T10:29:29Z,4
@artispapanbawah,"mereka integritasnya tinggi sih, bantu ngambil sarang tawon di komplek mereka bener2 nolak uang sukarela dr warga, gak kayak yg gembrot2 ono noh",2025-11-12T10:28:53Z,32
@hibahalkathiry6250,Di gaji di atas 20 juta  di ambil dr pajak kita gw jamin ikhlas dunia akhirat😂,2025-11-12T10:28:37Z,1
@DucNgo-h7r6j,"pas bahas biawak, kemaren banget abis evakuasi biawak di rumah wkwk lagi tidur tiba-tiba di kagetin ternyata ada biawak masuk rumah, mau ga mau turun tangan padahal simpel tinggal nangkap ekornya angkat buang, tapi yang Nemu Tante jadinya banyakan drama dan rekam doang, mana pengen di bunuh tuh biawak, pengen di siram air panas juga, kan kasian, untung pas evakuasi aman dan lancar biawaknya ku buang ke belakang rumah yang ada aliran air persawahan wkwk biawaknya lumayan panjang lah ga sampe semeter sih, evakuasi ular juga di rumah sendiri udah beberapa kali sih dan benar tergantung kepanikan yang evakuasi aja, makin panik bakal makin susah dan ribet evakuasinya.",2025-11-12T10:27:27Z,1
@joysinideh,REAL MELAYANI MASYARAKAT❤ TANPA MIKIRIN UANG JALAN,2025-11-12T10:26:25Z,0
@Animasi_Qyu,Naikin gaji damkar gaksi?,2025-11-12T10:26:18Z,0
@Kutenk-more,pernah kucing ku kejebak di loteng mnta tolong damkar 😭,2025-11-12T10:25:56Z,0
@Ningenz12,41:31 copet alert !!!!,2025-11-12T10:25:33Z,0
@AndreFarezi,"Naik kan gaji Damkaarrrr🔥🔥🔥..
3x lipat dari pada polisi.real hadir bermanfaat bagi masyarakat.",2025-11-12T10:25:31Z,8
@CADOT1130,Respect buat damkar di Indonesia 👊,2025-11-12T10:23:45Z,0
@SumantriPutra-f2g,gaji damkar berapa ya,2025-11-12T10:22:47Z,0
@NurGhinaAlmira,Di atap rumah kakak aku ada sarang lebah. Kakak aku manggil damkar dan damkar datengnya cepet 😊,2025-11-12T10:22:43Z,0
@Dandelions46,#NaikkanGajiDamkar,2025-11-12T10:21:32Z,0
@bngpoetra115,NEGARA INI yg butuh pertolongan bang,2025-11-12T10:21:13Z,0
@robisulistyo1333,10:10 pas kamera mode zoom out bang radit keliatan kecil banget kayak bocil lg disidak 😂,2025-11-12T10:20:12Z,135
@lopo889,Bang radit kursinya sengaja diturunin ya supaya damkarnya keliatsn tinggi.. Duh baik banget yah host ini,2025-11-12T10:20:06Z,0
@jarangupload9534,Hidup DAMKAR,2025-11-12T10:19:40Z,0
@felixxx-o5k,Kecil banget bang Radit😂,2025-11-12T10:19:21Z,0
@amiremangjong,"gwe jujur ga begitu peduli soal yang presiden2 dlu di jadiin pahlawan . Krna bwt banyak org , pahlawan yg sbnernya seperti para damkar , yg bisa membantu para masyarakat di saat yg dibutuhkan",2025-11-12T10:18:35Z,0
@wasabi3505,"Damkar, may god always be with you and your family. Tetaplah jadi Damkar yg kita kenal heroic ❤.",2025-11-12T10:18:34Z,0
@babydeathmetal5176,Ketika DAMKAR lebih berguna dari pada Polisi 🤣,2025-11-12T10:18:11Z,0
@pebriyanto-7651,"Fire Force.
Látom 🙏",2025-11-12T10:18:04Z,1
@dianafajar,"selain jago nolong, bapak-bapak ini jago ngelawak juga 😂",2025-11-12T10:17:46Z,1
@sukriaja3692,😁😁😁😁🤣😁😁👏👏👏 13:41,2025-11-12T10:17:46Z,0
@18_novatamzakiaimron22,Habis ini apakah intitusi polisi minta hadir buat pencitraan?,2025-11-12T10:17:02Z,0
@ayuwiwin5014,"BANG TOLONG PERBANYAK KONTEN BARENG ORANG/PETUGAS YG BENERAN ""MENGABDI"" KAYA GINI, MAU DENGERIN CERITA MEREKA SEMUA, SUKAAA",2025-11-12T10:16:21Z,138
